jobtitle,company,domain,skills,salary,location,experience,posteddate,salary_min,salary_max,experience_level,primary_skill,city
Security Analyst,Amazon,Data Science,"Python, Linux, Java, Spark, Scala","₹6,00,000 - ₹9,00,000",Chennai,Senior,2025-05-15,600000,900000,Senior,Python,Chennai
Security Analyst,Accenture,Cybersecurity,"TensorFlow, AWS, C++, Linux, Java, Spark","₹10,00,000 - ₹15,00,000",Coimbatore,Mid,2025-09-04,1000000,1500000,Mid,TensorFlow,Coimbatore
Data Engineer,TCS,Cloud Engineering,"Python, Scala, Kubernetes, Tableau, Spark","₹6,00,000 - ₹9,00,000",Mumbai,Senior,2025-10-23,600000,900000,Senior,Python,Mumbai
Security Analyst,Cognizant,Business Analysis,"React, AWS, Excel, Python, Scala","₹3,00,000 - ₹5,00,000",Kolkata,Mid,2025-04-05,300000,500000,Mid,React,Kolkata
Business Analyst,Cognizant,Cybersecurity,"Scala, Excel, Power BI, Tableau, Java","₹3,00,000 - ₹5,00,000",Kolkata,Mid,2025-05-16,300000,500000,Mid,Scala,Kolkata
DevOps Engineer,Tech Mahindra,Web Development,"Linux, Scala, C++, Kubernetes","₹16,00,000 - ₹25,00,000",Chennai,Senior,2025-02-16,1600000,2500000,Senior,Linux,Chennai
Cloud Architect,Infosys,Web Development,"Excel, Kubernetes, Docker, C++","₹6,00,000 - ₹9,00,000",Delhi,Senior,2025-12-18,600000,900000,Senior,Excel,Delhi
Data Engineer,Cognizant,Business Analysis,"TensorFlow, Kubernetes, Python","₹10,00,000 - ₹15,00,000",Bangalore,Entry,2025-07-20,1000000,1500000,Entry,TensorFlow,Bangalore
AI Engineer,Cognizant,Cybersecurity,"Java, C++, React, Excel, Scala, Kubernetes","₹3,00,000 - ₹5,00,000",Bangalore,Entry,2025-07-10,300000,500000,Entry,Java,Bangalore
DevOps Engineer,HCL,Web Development,"Docker, Excel, TensorFlow","₹6,00,000 - ₹9,00,000",Mumbai,Senior,2025-11-05,600000,900000,Senior,Docker,Mumbai
Cloud Architect,Accenture,Web Development,"TensorFlow, React, SQL","₹6,00,000 - ₹9,00,000",Chennai,Mid,2025-10-10,600000,900000,Mid,TensorFlow,Chennai
Web Developer,HCL,Software Development,"AWS, Linux, Docker","₹10,00,000 - ₹15,00,000",Mumbai,Entry,2025-03-10,1000000,1500000,Entry,AWS,Mumbai
Data Engineer,Wipro,Data Science,"TensorFlow, React, AWS, Tableau","₹3,00,000 - ₹5,00,000",Mumbai,Senior,2025-12-02,300000,500000,Senior,TensorFlow,Mumbai
Cloud Architect,HCL,Software Development,"Power BI, Excel, Python, Linux","₹6,00,000 - ₹9,00,000",Hyderabad,Entry,2025-09-14,600000,900000,Entry,Power BI,Hyderabad
DevOps Engineer,Infosys,Cybersecurity,"Tableau, C++, Linux, TensorFlow, Docker, Python","₹10,00,000 - ₹15,00,000",Kolkata,Entry,2025-01-17,1000000,1500000,Entry,Tableau,Kolkata
Cloud Architect,Microsoft,Business Analysis,"Power BI, Kubernetes, TensorFlow, Python, Spark","₹10,00,000 - ₹15,00,000",Mumbai,Entry,2025-07-18,1000000,1500000,Entry,Power BI,Mumbai
DevOps Engineer,Infosys,Data Science,"React, Kubernetes, Scala, Excel","₹10,00,000 - ₹15,00,000",Chennai,Senior,2025-06-09,1000000,1500000,Senior,React,Chennai
DevOps Engineer,Tech Mahindra,AI Research,"TensorFlow, Spark, Linux, Power BI","₹10,00,000 - ₹15,00,000",Bangalore,Entry,2025-06-04,1000000,1500000,Entry,TensorFlow,Bangalore
DevOps Engineer,TCS,Cloud Engineering,"AWS, Linux, C++, TensorFlow, Docker","₹16,00,000 - ₹25,00,000",Delhi,Senior,2025-07-03,1600000,2500000,Senior,AWS,Delhi
Software Developer,TCS,AI Research,"Java, Tableau, TensorFlow, Scala, Excel, Kubernetes","₹10,00,000 - ₹15,00,000",Hyderabad,Senior,2025-10-16,1000000,1500000,Senior,Java,Hyderabad
Data Engineer,HCL,AI Research,"Linux, Kubernetes, Python","₹3,00,000 - ₹5,00,000",Bangalore,Senior,2025-04-13,300000,500000,Senior,Linux,Bangalore
Business Analyst,Amazon,Software Development,"AWS, Java, Excel","₹16,00,000 - ₹25,00,000",Chennai,Entry,2025-11-28,1600000,2500000,Entry,AWS,Chennai
Business Analyst,Tech Mahindra,Cloud Engineering,"Linux, Docker, C++","₹6,00,000 - ₹9,00,000",Bangalore,Senior,2025-07-18,600000,900000,Senior,Linux,Bangalore
Machine Learning Engineer,HCL,Machine Learning,"Linux, Python, Kubernetes, TensorFlow","₹10,00,000 - ₹15,00,000",Mumbai,Entry,2025-08-09,1000000,1500000,Entry,Linux,Mumbai
Web Developer,Google,Business Analysis,"Java, React, C++, Python, AWS, Linux","₹10,00,000 - ₹15,00,000",Kolkata,Senior,2025-03-20,1000000,1500000,Senior,Java,Kolkata
Software Developer,HCL,Web Development,"Power BI, Python, React, Linux","₹10,00,000 - ₹15,00,000",Mumbai,Senior,2025-08-20,1000000,1500000,Senior,Power BI,Mumbai
Security Analyst,TCS,Business Analysis,"AWS, Excel, Spark","₹3,00,000 - ₹5,00,000",Mumbai,Mid,2025-03-14,300000,500000,Mid,AWS,Mumbai
Business Analyst,Wipro,Cloud Engineering,"C++, AWS, Spark, SQL, Excel","₹3,00,000 - ₹5,00,000",Delhi,Mid,2025-07-16,300000,500000,Mid,C++,Delhi
Security Analyst,Microsoft,Data Science,"Power BI, AWS, Spark, Linux","₹3,00,000 - ₹5,00,000",Kolkata,Senior,2025-11-05,300000,500000,Senior,Power BI,Kolkata
Machine Learning Engineer,TCS,Machine Learning,"Java, Excel, Scala","₹16,00,000 - ₹25,00,000",Pune,Senior,2025-04-17,1600000,2500000,Senior,Java,Pune
Web Developer,HCL,Cybersecurity,"Scala, SQL, Java, TensorFlow","₹16,00,000 - ₹25,00,000",Delhi,Entry,2025-12-27,1600000,2500000,Entry,Scala,Delhi
DevOps Engineer,Google,Web Development,"Docker, SQL, AWS, Linux","₹16,00,000 - ₹25,00,000",Hyderabad,Senior,2025-08-24,1600000,2500000,Senior,Docker,Hyderabad
Data Engineer,Tech Mahindra,Cloud Engineering,"Docker, AWS, SQL, Excel","₹16,00,000 - ₹25,00,000",Pune,Mid,2025-03-11,1600000,2500000,Mid,Docker,Pune
Data Analyst,Infosys,Cloud Engineering,"Kubernetes, Excel, Docker, Power BI","₹6,00,000 - ₹9,00,000",Delhi,Senior,2025-03-19,600000,900000,Senior,Kubernetes,Delhi
Data Engineer,Microsoft,AI Research,"SQL, Excel, React, Tableau","₹16,00,000 - ₹25,00,000",Hyderabad,Senior,2025-01-20,1600000,2500000,Senior,SQL,Hyderabad
Cloud Architect,Cognizant,Cybersecurity,"C++, SQL, Spark, React, Linux, Java","₹10,00,000 - ₹15,00,000",Bangalore,Senior,2025-04-05,1000000,1500000,Senior,C++,Bangalore
Web Developer,Amazon,Cybersecurity,"Linux, Excel, C++, Java, AWS","₹10,00,000 - ₹15,00,000",Chennai,Mid,2025-10-26,1000000,1500000,Mid,Linux,Chennai
Cloud Architect,Amazon,Data Science,"Docker, Scala, Spark, C++","₹10,00,000 - ₹15,00,000",Pune,Senior,2025-06-21,1000000,1500000,Senior,Docker,Pune
Software Developer,Accenture,Cybersecurity,"Excel, React, Kubernetes, Java, TensorFlow, Tableau","₹10,00,000 - ₹15,00,000",Bangalore,Entry,2025-12-17,1000000,1500000,Entry,Excel,Bangalore
Web Developer,Google,AI Research,"Excel, Scala, Tableau","₹16,00,000 - ₹25,00,000",Coimbatore,Mid,2025-12-23,1600000,2500000,Mid,Excel,Coimbatore
Data Analyst,Amazon,AI Research,"Python, SQL, Docker, Power BI, Java, Scala","₹10,00,000 - ₹15,00,000",Bangalore,Entry,2025-12-17,1000000,1500000,Entry,Python,Bangalore
Business Analyst,Infosys,AI Research,"Docker, React, Tableau","₹3,00,000 - ₹5,00,000",Coimbatore,Senior,2025-03-18,300000,500000,Senior,Docker,Coimbatore
Business Analyst,Amazon,Web Development,"C++, Power BI, Kubernetes, Docker","₹16,00,000 - ₹25,00,000",Kolkata,Senior,2025-07-16,1600000,2500000,Senior,C++,Kolkata
DevOps Engineer,TCS,Software Development,"Java, Scala, Tableau, Python, SQL, Linux","₹6,00,000 - ₹9,00,000",Coimbatore,Senior,2025-06-05,600000,900000,Senior,Java,Coimbatore
Cloud Architect,Google,Web Development,"AWS, Docker, Excel, Spark","₹10,00,000 - ₹15,00,000",Coimbatore,Mid,2025-09-20,1000000,1500000,Mid,AWS,Coimbatore
Security Analyst,Infosys,Web Development,"Kubernetes, TensorFlow, C++","₹10,00,000 - ₹15,00,000",Hyderabad,Senior,2025-11-20,1000000,1500000,Senior,Kubernetes,Hyderabad
Security Analyst,Amazon,Machine Learning,"Python, TensorFlow, C++, SQL, Power BI","₹3,00,000 - ₹5,00,000",Bangalore,Mid,2025-10-20,300000,500000,Mid,Python,Bangalore
Cloud Architect,Infosys,Data Science,"Java, Kubernetes, Linux, Python","₹3,00,000 - ₹5,00,000",Chennai,Senior,2025-05-09,300000,500000,Senior,Java,Chennai
DevOps Engineer,Tech Mahindra,Web Development,"C++, Spark, Docker, Python, Kubernetes, React","₹3,00,000 - ₹5,00,000",Mumbai,Mid,2025-04-02,300000,500000,Mid,C++,Mumbai
Software Developer,Microsoft,AI Research,"Docker, Spark, Scala, Excel, React","₹3,00,000 - ₹5,00,000",Pune,Entry,2025-09-24,300000,500000,Entry,Docker,Pune
AI Engineer,Microsoft,AI Research,"Excel, SQL, React, Docker, Python, Spark","₹10,00,000 - ₹15,00,000",Coimbatore,Senior,2025-07-19,1000000,1500000,Senior,Excel,Coimbatore
Software Developer,Microsoft,Data Science,"Java, Docker, Tableau, Kubernetes, TensorFlow","₹6,00,000 - ₹9,00,000",Hyderabad,Mid,2025-07-12,600000,900000,Mid,Java,Hyderabad
Data Analyst,Wipro,Cloud Engineering,"Linux, Spark, AWS, Docker","₹6,00,000 - ₹9,00,000",Pune,Senior,2025-04-23,600000,900000,Senior,Linux,Pune
Security Analyst,Microsoft,Cloud Engineering,"Scala, Tableau, C++, Kubernetes, Java","₹3,00,000 - ₹5,00,000",Chennai,Senior,2025-06-19,300000,500000,Senior,Scala,Chennai
Cloud Architect,HCL,Web Development,"Spark, SQL, React","₹6,00,000 - ₹9,00,000",Chennai,Mid,2025-04-11,600000,900000,Mid,Spark,Chennai
Software Developer,Amazon,Cybersecurity,"Python, Tableau, C++, AWS","₹10,00,000 - ₹15,00,000",Hyderabad,Senior,2025-06-01,1000000,1500000,Senior,Python,Hyderabad
AI Engineer,Cognizant,Business Analysis,"Spark, TensorFlow, SQL, Power BI","₹10,00,000 - ₹15,00,000",Chennai,Entry,2025-09-26,1000000,1500000,Entry,Spark,Chennai
Web Developer,Tech Mahindra,Cloud Engineering,"Scala, Docker, Linux, AWS, Tableau, Excel","₹3,00,000 - ₹5,00,000",Delhi,Senior,2025-08-01,300000,500000,Senior,Scala,Delhi
DevOps Engineer,Cognizant,Machine Learning,"Kubernetes, Excel, Tableau","₹16,00,000 - ₹25,00,000",Hyderabad,Mid,2025-10-03,1600000,2500000,Mid,Kubernetes,Hyderabad
